instant,dateday,season,year,month,holiday,day_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count,humidity_category
183,2011-07-02,Fall,2011,Jul,0,Sat,0,Clear,0.738333,0.667308,4445.83,2204,2915,5119,Terlalu Lembab
184,2011-07-03,Fall,2011,Jul,0,Sun,0,Misty,0.716667,0.668575,6825.0,2282,2367,4649,Terlalu Lembab
185,2011-07-04,Fall,2011,Jul,1,Mon,0,Misty,0.726667,0.665417,6379.17,3065,2978,6043,Terlalu Lembab
186,2011-07-05,Fall,2011,Jul,0,Tue,1,Clear,0.746667,0.696338,5904.17,1031,3634,4665,Terlalu Lembab
187,2011-07-06,Fall,2011,Jul,0,Wed,1,Clear,0.72,0.685633,7433.330000000001,784,3845,4629,Terlalu Lembab
188,2011-07-07,Fall,2011,Jul,0,Thu,1,Clear,0.75,0.686871,6512.5,754,3838,4592,Terlalu Lembab
189,2011-07-08,Fall,2011,Jul,0,Fri,1,Misty,0.709167,0.670483,7579.169999999999,692,3348,4040,Terlalu Lembab
190,2011-07-09,Fall,2011,Jul,0,Sat,0,Clear,0.733333,0.664158,6091.67,1988,3348,5336,Terlalu Lembab
191,2011-07-10,Fall,2011,Jul,0,Sun,0,Clear,0.7475,0.690025,5783.33,1743,3138,4881,Terlalu Lembab
192,2011-07-11,Fall,2011,Jul,0,Mon,1,Clear,0.7625,0.729804,6358.33,723,3363,4086,Terlalu Lembab
193,2011-07-12,Fall,2011,Jul,0,Tue,1,Clear,0.794167,0.739275,5591.67,662,3596,4258,Terlalu Lembab
194,2011-07-13,Fall,2011,Jul,0,Wed,1,Clear,0.746667,0.689404,6316.67,748,3594,4342,Terlalu Lembab
195,2011-07-14,Fall,2011,Jul,0,Thu,1,Clear,0.680833,0.635104,4762.5,888,4196,5084,Terlalu Lembab
196,2011-07-15,Fall,2011,Jul,0,Fri,1,Clear,0.663333,0.624371,5912.500000000001,1318,4220,5538,Terlalu Lembab
197,2011-07-16,Fall,2011,Jul,0,Sat,0,Clear,0.686667,0.638263,5850.0,2418,3505,5923,Terlalu Lembab
198,2011-07-17,Fall,2011,Jul,0,Sun,0,Clear,0.719167,0.669833,6041.67,2006,3296,5302,Terlalu Lembab
199,2011-07-18,Fall,2011,Jul,0,Mon,1,Clear,0.746667,0.703925,6512.5,841,3617,4458,Terlalu Lembab
200,2011-07-19,Fall,2011,Jul,0,Tue,1,Clear,0.776667,0.747479,6504.170000000001,752,3789,4541,Terlalu Lembab
201,2011-07-20,Fall,2011,Jul,0,Wed,1,Clear,0.768333,0.74685,7070.830000000001,644,3688,4332,Terlalu Lembab
202,2011-07-21,Fall,2011,Jul,0,Thu,1,Misty,0.815,0.826371,6912.5,632,3152,3784,Terlalu Lembab
203,2011-07-22,Fall,2011,Jul,0,Fri,1,Clear,0.848333,0.840896,5804.17,562,2825,3387,Terlalu Lembab
204,2011-07-23,Fall,2011,Jul,0,Sat,0,Clear,0.849167,0.804287,5000.0,987,2298,3285,Terlalu Lembab
205,2011-07-24,Fall,2011,Jul,0,Sun,0,Clear,0.83,0.794829,5508.33,1050,2556,3606,Terlalu Lembab
206,2011-07-25,Fall,2011,Jul,0,Mon,1,Clear,0.743333,0.720958,7570.829999999999,568,3272,3840,Terlalu Lembab
207,2011-07-26,Fall,2011,Jul,0,Tue,1,Clear,0.771667,0.696979,5408.33,750,3840,4590,Terlalu Lembab
208,2011-07-27,Fall,2011,Jul,0,Wed,1,Clear,0.775,0.690667,4029.1700000000005,755,3901,4656,Terlalu Lembab
209,2011-07-28,Fall,2011,Jul,0,Thu,1,Clear,0.779167,0.7399,5833.33,606,3784,4390,Terlalu Lembab
210,2011-07-29,Fall,2011,Jul,0,Fri,1,Clear,0.838333,0.785967,5425.0,670,3176,3846,Terlalu Lembab
211,2011-07-30,Fall,2011,Jul,0,Sat,0,Clear,0.804167,0.728537,4658.33,1559,2916,4475,Terlalu Lembab
212,2011-07-31,Fall,2011,Jul,0,Sun,0,Clear,0.805833,0.729796,4808.33,1524,2778,4302,Terlalu Lembab
213,2011-08-01,Fall,2011,Aug,0,Mon,1,Clear,0.771667,0.703292,5508.33,729,3537,4266,Terlalu Lembab
214,2011-08-02,Fall,2011,Aug,0,Tue,1,Clear,0.783333,0.707071,4912.5,801,4044,4845,Terlalu Lembab
215,2011-08-03,Fall,2011,Aug,0,Wed,1,Misty,0.731667,0.679937,6575.0,467,3107,3574,Terlalu Lembab
216,2011-08-04,Fall,2011,Aug,0,Thu,1,Misty,0.71,0.664788,7575.0,799,3777,4576,Terlalu Lembab
217,2011-08-05,Fall,2011,Aug,0,Fri,1,Clear,0.710833,0.656567,6308.329999999999,1023,3843,4866,Terlalu Lembab
218,2011-08-06,Fall,2011,Aug,0,Sat,0,Misty,0.716667,0.676154,7550.0,1521,2773,4294,Terlalu Lembab
219,2011-08-07,Fall,2011,Aug,0,Sun,0,Clear,0.7425,0.715292,7529.169999999999,1298,2487,3785,Terlalu Lembab
220,2011-08-08,Fall,2011,Aug,0,Mon,1,Clear,0.765,0.703283,5920.83,846,3480,4326,Terlalu Lembab
221,2011-08-09,Fall,2011,Aug,0,Tue,1,Clear,0.775,0.724121,5704.169999999999,907,3695,4602,Terlalu Lembab
222,2011-08-10,Fall,2011,Aug,0,Wed,1,Clear,0.766667,0.684983,4241.67,884,3896,4780,Terlalu Lembab
223,2011-08-11,Fall,2011,Aug,0,Thu,1,Clear,0.7175,0.651521,4237.5,812,3980,4792,Terlalu Lembab
224,2011-08-12,Fall,2011,Aug,0,Fri,1,Clear,0.708333,0.654042,4150.0,1051,3854,4905,Terlalu Lembab
225,2011-08-13,Fall,2011,Aug,0,Sat,0,Misty,0.685833,0.645858,7295.829999999999,1504,2646,4150,Terlalu Lembab
226,2011-08-14,Fall,2011,Aug,0,Sun,0,Misty,0.676667,0.624388,8175.0,1338,2482,3820,Terlalu Lembab
227,2011-08-15,Fall,2011,Aug,0,Mon,1,Clear,0.665833,0.616167,7120.830000000001,775,3563,4338,Terlalu Lembab
228,2011-08-16,Fall,2011,Aug,0,Tue,1,Clear,0.700833,0.645837,5783.33,721,4004,4725,Terlalu Lembab
229,2011-08-17,Fall,2011,Aug,0,Wed,1,Clear,0.723333,0.666671,5754.17,668,4026,4694,Terlalu Lembab
230,2011-08-18,Fall,2011,Aug,0,Thu,1,Clear,0.711667,0.662258,6545.830000000001,639,3166,3805,Terlalu Lembab
231,2011-08-19,Fall,2011,Aug,0,Fri,1,Misty,0.685,0.633221,7229.170000000001,797,3356,4153,Terlalu Lembab
232,2011-08-20,Fall,2011,Aug,0,Sat,0,Clear,0.6975,0.648996,6741.669999999999,1914,3277,5191,Terlalu Lembab
233,2011-08-21,Fall,2011,Aug,0,Sun,0,Clear,0.710833,0.675525,7700.0,1249,2624,3873,Terlalu Lembab
234,2011-08-22,Fall,2011,Aug,0,Mon,1,Clear,0.691667,0.638254,4700.0,833,3925,4758,Terlalu Lembab
235,2011-08-23,Fall,2011,Aug,0,Tue,1,Clear,0.640833,0.606067,4554.17,1281,4614,5895,Terlalu Lembab
236,2011-08-24,Fall,2011,Aug,0,Wed,1,Clear,0.673333,0.630692,6050.0,949,4181,5130,Terlalu Lembab
237,2011-08-25,Fall,2011,Aug,0,Thu,1,Misty,0.684167,0.645854,7716.670000000001,435,3107,3542,Terlalu Lembab
238,2011-08-26,Fall,2011,Aug,0,Fri,1,Clear,0.7,0.659733,7612.5,768,3893,4661,Terlalu Lembab
239,2011-08-27,Fall,2011,Aug,0,Sat,0,Misty,0.68,0.635556,8500.0,226,889,1115,Terlalu Lembab
240,2011-08-28,Fall,2011,Aug,0,Sun,0,Clear,0.707059,0.647959,5617.65,1415,2919,4334,Terlalu Lembab
241,2011-08-29,Fall,2011,Aug,0,Mon,1,Clear,0.636667,0.607958,5545.830000000001,729,3905,4634,Terlalu Lembab
242,2011-08-30,Fall,2011,Aug,0,Tue,1,Clear,0.639167,0.594704,5483.329999999999,775,4429,5204,Terlalu Lembab
243,2011-08-31,Fall,2011,Aug,0,Wed,1,Clear,0.656667,0.611121,5979.170000000001,688,4370,5058,Terlalu Lembab
244,2011-09-01,Fall,2011,Sep,0,Thu,1,Clear,0.655,0.614921,6391.670000000001,783,4332,5115,Terlalu Lembab
245,2011-09-02,Fall,2011,Sep,0,Fri,1,Misty,0.643333,0.604808,7270.830000000001,875,3852,4727,Terlalu Lembab
246,2011-09-03,Fall,2011,Sep,0,Sat,0,Clear,0.669167,0.633213,7166.670000000001,1935,2549,4484,Terlalu Lembab
247,2011-09-04,Fall,2011,Sep,0,Sun,0,Clear,0.709167,0.665429,7420.830000000001,2521,2419,4940,Terlalu Lembab
248,2011-09-05,Fall,2011,Sep,1,Mon,0,Misty,0.673333,0.625646,7904.170000000001,1236,2115,3351,Terlalu Lembab
249,2011-09-06,Fall,2011,Sep,0,Tue,1,Light_rainsnow,0.54,0.5152,8869.57,204,2506,2710,Terlalu Lembab
250,2011-09-07,Fall,2011,Sep,0,Wed,1,Light_rainsnow,0.599167,0.544229,9170.83,118,1878,1996,Terlalu Lembab
251,2011-09-08,Fall,2011,Sep,0,Thu,1,Light_rainsnow,0.633913,0.555361,9395.650000000001,153,1689,1842,Terlalu Lembab
252,2011-09-09,Fall,2011,Sep,0,Fri,1,Misty,0.65,0.578946,8979.169999999998,417,3127,3544,Terlalu Lembab
253,2011-09-10,Fall,2011,Sep,0,Sat,0,Clear,0.66,0.607962,7537.5,1750,3595,5345,Terlalu Lembab
254,2011-09-11,Fall,2011,Sep,0,Sun,0,Clear,0.653333,0.609229,7137.5,1633,3413,5046,Terlalu Lembab
255,2011-09-12,Fall,2011,Sep,0,Mon,1,Clear,0.644348,0.60213,6921.74,690,4023,4713,Terlalu Lembab
256,2011-09-13,Fall,2011,Sep,0,Tue,1,Clear,0.650833,0.603554,7125.0,701,4062,4763,Terlalu Lembab
257,2011-09-14,Fall,2011,Sep,0,Wed,1,Clear,0.673333,0.6269,6970.829999999999,647,4138,4785,Terlalu Lembab
258,2011-09-15,Fall,2011,Sep,0,Thu,1,Misty,0.5775,0.553671,7091.670000000001,428,3231,3659,Terlalu Lembab
259,2011-09-16,Fall,2011,Sep,0,Fri,1,Misty,0.469167,0.461475,5904.17,742,4018,4760,Terlalu Lembab
260,2011-09-17,Fall,2011,Sep,0,Sat,0,Misty,0.491667,0.478512,7183.329999999999,1434,3077,4511,Terlalu Lembab
261,2011-09-18,Fall,2011,Sep,0,Sun,0,Clear,0.5075,0.490537,6950.0,1353,2921,4274,Terlalu Lembab
262,2011-09-19,Fall,2011,Sep,0,Mon,1,Misty,0.549167,0.529675,6900.0,691,3848,4539,Terlalu Lembab
263,2011-09-20,Fall,2011,Sep,0,Tue,1,Misty,0.561667,0.532217,8812.5,438,3203,3641,Terlalu Lembab
264,2011-09-21,Fall,2011,Sep,0,Wed,1,Misty,0.595,0.550533,9000.0,539,3813,4352,Terlalu Lembab
265,2011-09-22,Fall,2011,Sep,0,Thu,1,Misty,0.628333,0.554963,9020.83,555,4240,4795,Terlalu Lembab
266,2011-09-23,Winter,2011,Sep,0,Fri,1,Misty,0.609167,0.522125,9725.0,258,2137,2395,Terlalu Lembab
267,2011-09-24,Winter,2011,Sep,0,Sat,0,Misty,0.606667,0.564412,8625.0,1776,3647,5423,Terlalu Lembab
268,2011-09-25,Winter,2011,Sep,0,Sun,0,Misty,0.634167,0.572637,8450.0,1544,3466,5010,Terlalu Lembab
269,2011-09-26,Winter,2011,Sep,0,Mon,1,Misty,0.649167,0.589042,8483.33,684,3946,4630,Terlalu Lembab
270,2011-09-27,Winter,2011,Sep,0,Tue,1,Misty,0.636667,0.574525,8854.17,477,3643,4120,Terlalu Lembab
271,2011-09-28,Winter,2011,Sep,0,Wed,1,Misty,0.635,0.575158,8487.5,480,3427,3907,Terlalu Lembab
272,2011-09-29,Winter,2011,Sep,0,Thu,1,Clear,0.616667,0.574512,6991.669999999999,653,4186,4839,Terlalu Lembab
273,2011-09-30,Winter,2011,Sep,0,Fri,1,Clear,0.564167,0.544829,6475.0,830,4372,5202,Terlalu Lembab
274,2011-10-01,Winter,2011,Oct,0,Sat,0,Misty,0.41,0.412863,7537.5,480,1949,2429,Terlalu Lembab
275,2011-10-02,Winter,2011,Oct,0,Sun,0,Misty,0.356667,0.345317,7916.670000000001,616,2302,2918,Terlalu Lembab
276,2011-10-03,Winter,2011,Oct,0,Mon,1,Misty,0.384167,0.392046,7608.329999999999,330,3240,3570,Terlalu Lembab
277,2011-10-04,Winter,2011,Oct,0,Tue,1,Clear,0.484167,0.472858,7100.0,486,3970,4456,Terlalu Lembab
278,2011-10-05,Winter,2011,Oct,0,Wed,1,Clear,0.538333,0.527138,6479.169999999999,559,4267,4826,Terlalu Lembab
279,2011-10-06,Winter,2011,Oct,0,Thu,1,Clear,0.494167,0.480425,6208.329999999999,639,4126,4765,Terlalu Lembab
280,2011-10-07,Winter,2011,Oct,0,Fri,1,Clear,0.510833,0.504404,6841.669999999999,949,4036,4985,Terlalu Lembab
281,2011-10-08,Winter,2011,Oct,0,Sat,0,Clear,0.521667,0.513242,7012.5,2235,3174,5409,Terlalu Lembab
282,2011-10-09,Winter,2011,Oct,0,Sun,0,Clear,0.540833,0.523983,7275.0,2397,3114,5511,Terlalu Lembab
283,2011-10-10,Winter,2011,Oct,1,Mon,0,Clear,0.570833,0.542925,7337.5,1514,3603,5117,Terlalu Lembab
284,2011-10-11,Winter,2011,Oct,0,Tue,1,Misty,0.566667,0.546096,8087.5,667,3896,4563,Terlalu Lembab
285,2011-10-12,Winter,2011,Oct,0,Wed,1,Light_rainsnow,0.543333,0.517717,9062.5,217,2199,2416,Terlalu Lembab
286,2011-10-13,Winter,2011,Oct,0,Thu,1,Misty,0.589167,0.551804,8966.67,290,2623,2913,Terlalu Lembab
287,2011-10-14,Winter,2011,Oct,0,Fri,1,Misty,0.550833,0.529675,7162.5,529,3115,3644,Terlalu Lembab
288,2011-10-15,Winter,2011,Oct,0,Sat,0,Clear,0.506667,0.498725,4833.33,1899,3318,5217,Terlalu Lembab
289,2011-10-16,Winter,2011,Oct,0,Sun,0,Clear,0.511667,0.503154,4866.67,1748,3293,5041,Terlalu Lembab
290,2011-10-17,Winter,2011,Oct,0,Mon,1,Clear,0.534167,0.510725,5795.829999999999,713,3857,4570,Terlalu Lembab
291,2011-10-18,Winter,2011,Oct,0,Tue,1,Misty,0.5325,0.522721,7016.670000000001,637,4111,4748,Terlalu Lembab
292,2011-10-19,Winter,2011,Oct,0,Wed,1,Light_rainsnow,0.541739,0.513848,8952.170000000002,254,2170,2424,Terlalu Lembab
293,2011-10-20,Winter,2011,Oct,0,Thu,1,Clear,0.475833,0.466525,6362.5,471,3724,4195,Terlalu Lembab
294,2011-10-21,Winter,2011,Oct,0,Fri,1,Clear,0.4275,0.423596,5741.67,676,3628,4304,Terlalu Lembab
295,2011-10-22,Winter,2011,Oct,0,Sat,0,Clear,0.4225,0.425492,6291.670000000001,1499,2809,4308,Terlalu Lembab
296,2011-10-23,Winter,2011,Oct,0,Sun,0,Clear,0.421667,0.422333,7412.5,1619,2762,4381,Terlalu Lembab
297,2011-10-24,Winter,2011,Oct,0,Mon,1,Clear,0.463333,0.457067,7720.829999999999,699,3488,4187,Terlalu Lembab
298,2011-10-25,Winter,2011,Oct,0,Tue,1,Clear,0.471667,0.463375,6229.170000000001,695,3992,4687,Terlalu Lembab
299,2011-10-26,Winter,2011,Oct,0,Wed,1,Misty,0.484167,0.472846,7204.169999999999,404,3490,3894,Terlalu Lembab
300,2011-10-27,Winter,2011,Oct,0,Thu,1,Misty,0.47,0.457046,8129.170000000001,240,2419,2659,Terlalu Lembab
301,2011-10-28,Winter,2011,Oct,0,Fri,1,Misty,0.330833,0.318812,5858.330000000001,456,3291,3747,Terlalu Lembab
302,2011-10-29,Winter,2011,Oct,0,Sat,0,Light_rainsnow,0.254167,0.227913,8825.0,57,570,627,Terlalu Lembab
303,2011-10-30,Winter,2011,Oct,0,Sun,0,Clear,0.319167,0.321329,6237.5,885,2446,3331,Terlalu Lembab
304,2011-10-31,Winter,2011,Oct,0,Mon,1,Clear,0.34,0.356063,7033.329999999999,362,3307,3669,Terlalu Lembab
305,2011-11-01,Winter,2011,Nov,0,Tue,1,Clear,0.400833,0.397088,6837.5,410,3658,4068,Terlalu Lembab
306,2011-11-02,Winter,2011,Nov,0,Wed,1,Clear,0.3775,0.390133,7187.5,370,3816,4186,Terlalu Lembab
307,2011-11-03,Winter,2011,Nov,0,Thu,1,Clear,0.408333,0.405921,7020.830000000001,318,3656,3974,Terlalu Lembab
308,2011-11-04,Winter,2011,Nov,0,Fri,1,Misty,0.403333,0.403392,6225.000000000001,470,3576,4046,Terlalu Lembab
309,2011-11-05,Winter,2011,Nov,0,Sat,0,Clear,0.326667,0.323854,5191.670000000001,1156,2770,3926,Terlalu Lembab
310,2011-11-06,Winter,2011,Nov,0,Sun,0,Clear,0.348333,0.362358,7345.829999999999,952,2697,3649,Terlalu Lembab
311,2011-11-07,Winter,2011,Nov,0,Mon,1,Clear,0.395,0.400871,7587.5,373,3662,4035,Terlalu Lembab
312,2011-11-08,Winter,2011,Nov,0,Tue,1,Clear,0.408333,0.412246,7216.669999999999,376,3829,4205,Terlalu Lembab
313,2011-11-09,Winter,2011,Nov,0,Wed,1,Clear,0.4,0.409079,7583.330000000001,305,3804,4109,Terlalu Lembab
314,2011-11-10,Winter,2011,Nov,0,Thu,1,Misty,0.38,0.373721,8133.329999999999,190,2743,2933,Terlalu Lembab
315,2011-11-11,Winter,2011,Nov,1,Fri,0,Clear,0.324167,0.306817,4462.5,440,2928,3368,Terlalu Lembab
316,2011-11-12,Winter,2011,Nov,0,Sat,0,Clear,0.356667,0.357942,5529.17,1275,2792,4067,Terlalu Lembab
317,2011-11-13,Winter,2011,Nov,0,Sun,0,Clear,0.440833,0.43055,4583.33,1004,2713,3717,Terlalu Lembab
318,2011-11-14,Winter,2011,Nov,0,Mon,1,Clear,0.53,0.524612,5870.83,595,3891,4486,Terlalu Lembab
319,2011-11-15,Winter,2011,Nov,0,Tue,1,Misty,0.53,0.507579,6887.5,449,3746,4195,Terlalu Lembab
320,2011-11-16,Winter,2011,Nov,0,Wed,1,Light_rainsnow,0.456667,0.451988,9300.0,145,1672,1817,Terlalu Lembab
321,2011-11-17,Winter,2011,Nov,0,Thu,1,Misty,0.341667,0.323221,5758.33,139,2914,3053,Terlalu Lembab
322,2011-11-18,Winter,2011,Nov,0,Fri,1,Clear,0.274167,0.272721,4100.0,245,3147,3392,Terlalu Lembab
323,2011-11-19,Winter,2011,Nov,0,Sat,0,Clear,0.329167,0.324483,5020.829999999999,943,2720,3663,Terlalu Lembab
324,2011-11-20,Winter,2011,Nov,0,Sun,0,Misty,0.463333,0.457058,6845.830000000001,787,2733,3520,Terlalu Lembab
325,2011-11-21,Winter,2011,Nov,0,Mon,1,Light_rainsnow,0.4475,0.445062,9100.0,220,2545,2765,Terlalu Lembab
326,2011-11-22,Winter,2011,Nov,0,Tue,1,Light_rainsnow,0.416667,0.421696,9625.0,69,1538,1607,Terlalu Lembab
327,2011-11-23,Winter,2011,Nov,0,Wed,1,Misty,0.440833,0.430537,7579.169999999999,112,2454,2566,Terlalu Lembab
328,2011-11-24,Winter,2011,Nov,1,Thu,0,Clear,0.373333,0.372471,5491.67,560,935,1495,Terlalu Lembab
329,2011-11-25,Winter,2011,Nov,0,Fri,1,Clear,0.375,0.380671,6437.5,1095,1697,2792,Terlalu Lembab
330,2011-11-26,Winter,2011,Nov,0,Sat,0,Clear,0.375833,0.385087,6816.670000000001,1249,1819,3068,Terlalu Lembab
331,2011-11-27,Winter,2011,Nov,0,Sun,0,Clear,0.459167,0.4558,6983.329999999999,810,2261,3071,Terlalu Lembab
332,2011-11-28,Winter,2011,Nov,0,Mon,1,Clear,0.503478,0.490122,7430.429999999999,253,3614,3867,Terlalu Lembab
333,2011-11-29,Winter,2011,Nov,0,Tue,1,Misty,0.458333,0.451375,8308.330000000002,96,2818,2914,Terlalu Lembab
334,2011-11-30,Winter,2011,Nov,0,Wed,1,Clear,0.325,0.311221,6133.33,188,3425,3613,Terlalu Lembab
335,2011-12-01,Winter,2011,Dec,0,Thu,1,Clear,0.3125,0.305554,5245.83,182,3545,3727,Terlalu Lembab
336,2011-12-02,Winter,2011,Dec,0,Fri,1,Clear,0.314167,0.331433,6258.329999999999,268,3672,3940,Terlalu Lembab
337,2011-12-03,Winter,2011,Dec,0,Sat,0,Clear,0.299167,0.310604,6129.170000000001,706,2908,3614,Terlalu Lembab
338,2011-12-04,Winter,2011,Dec,0,Sun,0,Clear,0.330833,0.3491,7758.329999999999,634,2851,3485,Terlalu Lembab
339,2011-12-05,Winter,2011,Dec,0,Mon,1,Misty,0.385833,0.393925,8270.830000000002,233,3578,3811,Terlalu Lembab
340,2011-12-06,Winter,2011,Dec,0,Tue,1,Light_rainsnow,0.4625,0.4564,9495.83,126,2468,2594,Terlalu Lembab
341,2011-12-07,Winter,2011,Dec,0,Wed,1,Light_rainsnow,0.41,0.400246,9704.169999999998,50,655,705,Terlalu Lembab
342,2011-12-08,Winter,2011,Dec,0,Thu,1,Clear,0.265833,0.256938,5799.999999999999,150,3172,3322,Terlalu Lembab
343,2011-12-09,Winter,2011,Dec,0,Fri,1,Clear,0.290833,0.317542,6958.330000000001,261,3359,3620,Terlalu Lembab
344,2011-12-10,Winter,2011,Dec,0,Sat,0,Clear,0.275,0.266412,5074.999999999999,502,2688,3190,Terlalu Lembab
345,2011-12-11,Winter,2011,Dec,0,Sun,0,Clear,0.220833,0.253154,4900.0,377,2366,2743,Terlalu Lembab
346,2011-12-12,Winter,2011,Dec,0,Mon,1,Clear,0.238333,0.270196,6708.330000000001,143,3167,3310,Terlalu Lembab
347,2011-12-13,Winter,2011,Dec,0,Tue,1,Clear,0.2825,0.301138,5900.0,155,3368,3523,Terlalu Lembab
348,2011-12-14,Winter,2011,Dec,0,Wed,1,Misty,0.3175,0.338362,6637.5,178,3562,3740,Terlalu Lembab
349,2011-12-15,Winter,2011,Dec,0,Thu,1,Misty,0.4225,0.412237,6341.670000000001,181,3528,3709,Terlalu Lembab
350,2011-12-16,Winter,2011,Dec,0,Fri,1,Misty,0.375,0.359825,5004.17,178,3399,3577,Terlalu Lembab
351,2011-12-17,Winter,2011,Dec,0,Sat,0,Misty,0.258333,0.249371,5608.33,275,2464,2739,Terlalu Lembab
352,2011-12-18,Winter,2011,Dec,0,Sun,0,Clear,0.238333,0.245579,5862.500000000001,220,2211,2431,Terlalu Lembab
353,2011-12-19,Winter,2011,Dec,0,Mon,1,Clear,0.276667,0.280933,6374.999999999999,260,3143,3403,Terlalu Lembab
354,2011-12-20,Winter,2011,Dec,0,Tue,1,Misty,0.385833,0.396454,5954.17,216,3534,3750,Terlalu Lembab
355,2011-12-21,Spring,2011,Dec,0,Wed,1,Misty,0.428333,0.428017,8583.330000000002,107,2553,2660,Terlalu Lembab
356,2011-12-22,Spring,2011,Dec,0,Thu,1,Misty,0.423333,0.426121,7575.0,227,2841,3068,Terlalu Lembab
357,2011-12-23,Spring,2011,Dec,0,Fri,1,Clear,0.373333,0.377513,6862.5,163,2046,2209,Terlalu Lembab
358,2011-12-24,Spring,2011,Dec,0,Sat,0,Clear,0.3025,0.299242,5425.0,155,856,1011,Terlalu Lembab
359,2011-12-25,Spring,2011,Dec,0,Sun,0,Clear,0.274783,0.279961,6813.040000000001,303,451,754,Terlalu Lembab
360,2011-12-26,Spring,2011,Dec,1,Mon,0,Clear,0.321739,0.315535,5069.570000000001,430,887,1317,Terlalu Lembab
361,2011-12-27,Spring,2011,Dec,0,Tue,1,Misty,0.325,0.327633,7625.0,103,1059,1162,Terlalu Lembab
362,2011-12-28,Spring,2011,Dec,0,Wed,1,Clear,0.29913,0.279974,5039.130000000001,255,2047,2302,Terlalu Lembab
363,2011-12-29,Spring,2011,Dec,0,Thu,1,Clear,0.248333,0.263892,5741.67,254,2169,2423,Terlalu Lembab
364,2011-12-30,Spring,2011,Dec,0,Fri,1,Clear,0.311667,0.318812,6366.67,491,2508,2999,Terlalu Lembab
365,2011-12-31,Spring,2011,Dec,0,Sat,0,Clear,0.41,0.414121,6158.329999999999,665,1820,2485,Terlalu Lembab
