instant,dateday,season,year,month,holiday,day_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count,humidity_category
366,2012-01-01,Spring,2012,Jan,0,Sun,0,Clear,0.37,0.375621,6925.0,686,1608,2294,Terlalu Lembab
367,2012-01-02,Spring,2012,Jan,1,Mon,0,Clear,0.273043,0.252304,3813.0399999999995,244,1707,1951,Terlalu Lembab
368,2012-01-03,Spring,2012,Jan,0,Tue,1,Clear,0.15,0.126275,4412.5,89,2147,2236,Terlalu Lembab
369,2012-01-04,Spring,2012,Jan,0,Wed,1,Misty,0.1075,0.119337,4145.83,95,2273,2368,Terlalu Lembab
370,2012-01-05,Spring,2012,Jan,0,Thu,1,Clear,0.265833,0.278412,5241.670000000001,140,3132,3272,Terlalu Lembab
371,2012-01-06,Spring,2012,Jan,0,Fri,1,Clear,0.334167,0.340267,5420.83,307,3791,4098,Terlalu Lembab
372,2012-01-07,Spring,2012,Jan,0,Sat,0,Clear,0.393333,0.390779,5316.67,1070,3451,4521,Terlalu Lembab
373,2012-01-08,Spring,2012,Jan,0,Sun,0,Clear,0.3375,0.340258,4650.0,599,2826,3425,Terlalu Lembab
374,2012-01-09,Spring,2012,Jan,0,Mon,1,Misty,0.224167,0.247479,7016.670000000001,106,2270,2376,Terlalu Lembab
375,2012-01-10,Spring,2012,Jan,0,Tue,1,Clear,0.308696,0.318826,6465.220000000001,173,3425,3598,Terlalu Lembab
376,2012-01-11,Spring,2012,Jan,0,Wed,1,Misty,0.274167,0.282821,8475.0,92,2085,2177,Terlalu Lembab
377,2012-01-12,Spring,2012,Jan,0,Thu,1,Misty,0.3825,0.381938,8029.170000000001,269,3828,4097,Terlalu Lembab
378,2012-01-13,Spring,2012,Jan,0,Fri,1,Clear,0.274167,0.249362,5074.999999999999,174,3040,3214,Terlalu Lembab
379,2012-01-14,Spring,2012,Jan,0,Sat,0,Clear,0.18,0.183087,4575.0,333,2160,2493,Terlalu Lembab
380,2012-01-15,Spring,2012,Jan,0,Sun,0,Clear,0.166667,0.161625,4191.67,284,2027,2311,Terlalu Lembab
381,2012-01-16,Spring,2012,Jan,1,Mon,0,Clear,0.19,0.190663,5225.0,217,2081,2298,Terlalu Lembab
382,2012-01-17,Spring,2012,Jan,0,Tue,1,Misty,0.373043,0.364278,7160.87,127,2808,2935,Terlalu Lembab
383,2012-01-18,Spring,2012,Jan,0,Wed,1,Clear,0.303333,0.275254,4433.329999999999,109,3267,3376,Terlalu Lembab
384,2012-01-19,Spring,2012,Jan,0,Thu,1,Clear,0.19,0.190038,4975.0,130,3162,3292,Terlalu Lembab
385,2012-01-20,Spring,2012,Jan,0,Fri,1,Misty,0.2175,0.220958,4500.0,115,3048,3163,Terlalu Lembab
386,2012-01-21,Spring,2012,Jan,0,Sat,0,Misty,0.173333,0.174875,8312.5,67,1234,1301,Terlalu Lembab
387,2012-01-22,Spring,2012,Jan,0,Sun,0,Misty,0.1625,0.16225,7962.5,196,1781,1977,Terlalu Lembab
388,2012-01-23,Spring,2012,Jan,0,Mon,1,Misty,0.218333,0.243058,9112.5,145,2287,2432,Terlalu Lembab
389,2012-01-24,Spring,2012,Jan,0,Tue,1,Clear,0.3425,0.349108,8358.330000000002,439,3900,4339,Terlalu Lembab
390,2012-01-25,Spring,2012,Jan,0,Wed,1,Clear,0.294167,0.294821,6437.5,467,3803,4270,Terlalu Lembab
391,2012-01-26,Spring,2012,Jan,0,Thu,1,Misty,0.341667,0.35605,7695.830000000001,244,3831,4075,Terlalu Lembab
392,2012-01-27,Spring,2012,Jan,0,Fri,1,Misty,0.425,0.415383,7412.5,269,3187,3456,Terlalu Lembab
393,2012-01-28,Spring,2012,Jan,0,Sat,0,Clear,0.315833,0.326379,5433.329999999999,775,3248,4023,Terlalu Lembab
394,2012-01-29,Spring,2012,Jan,0,Sun,0,Clear,0.2825,0.272721,3112.5000000000005,558,2685,3243,Terlalu Lembab
395,2012-01-30,Spring,2012,Jan,0,Mon,1,Clear,0.269167,0.262625,4008.33,126,3498,3624,Terlalu Lembab
396,2012-01-31,Spring,2012,Jan,0,Tue,1,Clear,0.39,0.381317,4166.67,324,4185,4509,Terlalu Lembab
397,2012-02-01,Spring,2012,Feb,0,Wed,1,Clear,0.469167,0.466538,5079.169999999999,304,4275,4579,Terlalu Lembab
398,2012-02-02,Spring,2012,Feb,0,Thu,1,Misty,0.399167,0.398971,6729.169999999999,190,3571,3761,Terlalu Lembab
399,2012-02-03,Spring,2012,Feb,0,Fri,1,Clear,0.313333,0.309346,5266.67,310,3841,4151,Terlalu Lembab
400,2012-02-04,Spring,2012,Feb,0,Sat,0,Misty,0.264167,0.272725,7795.830000000001,384,2448,2832,Terlalu Lembab
401,2012-02-05,Spring,2012,Feb,0,Sun,0,Misty,0.265833,0.264521,6879.170000000001,318,2629,2947,Terlalu Lembab
402,2012-02-06,Spring,2012,Feb,0,Mon,1,Clear,0.282609,0.296426,6221.74,206,3578,3784,Terlalu Lembab
403,2012-02-07,Spring,2012,Feb,0,Tue,1,Clear,0.354167,0.361104,4962.5,199,4176,4375,Terlalu Lembab
404,2012-02-08,Spring,2012,Feb,0,Wed,1,Misty,0.256667,0.266421,7229.170000000001,109,2693,2802,Terlalu Lembab
405,2012-02-09,Spring,2012,Feb,0,Thu,1,Clear,0.265,0.261988,5620.83,163,3667,3830,Terlalu Lembab
406,2012-02-10,Spring,2012,Feb,0,Fri,1,Misty,0.280833,0.293558,5400.0,227,3604,3831,Terlalu Lembab
407,2012-02-11,Spring,2012,Feb,0,Sat,0,Light_rainsnow,0.224167,0.210867,7312.5,192,1977,2169,Terlalu Lembab
408,2012-02-12,Spring,2012,Feb,0,Sun,0,Clear,0.1275,0.101658,4645.83,73,1456,1529,Terlalu Lembab
409,2012-02-13,Spring,2012,Feb,0,Mon,1,Clear,0.2225,0.227913,4112.5,94,3328,3422,Terlalu Lembab
410,2012-02-14,Spring,2012,Feb,0,Tue,1,Misty,0.319167,0.333946,5087.5,135,3787,3922,Terlalu Lembab
411,2012-02-15,Spring,2012,Feb,0,Wed,1,Clear,0.348333,0.351629,5312.5,141,4028,4169,Terlalu Lembab
412,2012-02-16,Spring,2012,Feb,0,Thu,1,Misty,0.316667,0.330162,7529.169999999999,74,2931,3005,Terlalu Lembab
413,2012-02-17,Spring,2012,Feb,0,Fri,1,Clear,0.343333,0.351629,6345.83,349,3805,4154,Terlalu Lembab
414,2012-02-18,Spring,2012,Feb,0,Sat,0,Clear,0.346667,0.355425,5345.83,1435,2883,4318,Terlalu Lembab
415,2012-02-19,Spring,2012,Feb,0,Sun,0,Misty,0.28,0.265788,5158.33,618,2071,2689,Terlalu Lembab
416,2012-02-20,Spring,2012,Feb,1,Mon,0,Clear,0.28,0.273391,5078.26,502,2627,3129,Terlalu Lembab
417,2012-02-21,Spring,2012,Feb,0,Tue,1,Clear,0.287826,0.295113,5943.48,163,3614,3777,Terlalu Lembab
418,2012-02-22,Spring,2012,Feb,0,Wed,1,Clear,0.395833,0.392667,5679.17,394,4379,4773,Terlalu Lembab
419,2012-02-23,Spring,2012,Feb,0,Thu,1,Clear,0.454167,0.444446,5545.830000000001,516,4546,5062,Terlalu Lembab
420,2012-02-24,Spring,2012,Feb,0,Fri,1,Misty,0.4075,0.410971,7375.0,246,3241,3487,Terlalu Lembab
421,2012-02-25,Spring,2012,Feb,0,Sat,0,Clear,0.290833,0.255675,3958.33,317,2415,2732,Terlalu Lembab
422,2012-02-26,Spring,2012,Feb,0,Sun,0,Clear,0.279167,0.268308,4100.0,515,2874,3389,Terlalu Lembab
423,2012-02-27,Spring,2012,Feb,0,Mon,1,Clear,0.366667,0.357954,4908.33,253,4069,4322,Terlalu Lembab
424,2012-02-28,Spring,2012,Feb,0,Tue,1,Clear,0.359167,0.353525,3958.33,229,4134,4363,Terlalu Lembab
425,2012-02-29,Spring,2012,Feb,0,Wed,1,Misty,0.344348,0.34847,8047.830000000001,65,1769,1834,Terlalu Lembab
426,2012-03-01,Spring,2012,Mar,0,Thu,1,Clear,0.485833,0.475371,6154.17,325,4665,4990,Terlalu Lembab
427,2012-03-02,Spring,2012,Mar,0,Fri,1,Misty,0.353333,0.359842,6570.829999999999,246,2948,3194,Terlalu Lembab
428,2012-03-03,Spring,2012,Mar,0,Sat,0,Misty,0.414167,0.413492,6212.5,956,3110,4066,Terlalu Lembab
429,2012-03-04,Spring,2012,Mar,0,Sun,0,Clear,0.325833,0.303021,4033.33,710,2713,3423,Terlalu Lembab
430,2012-03-05,Spring,2012,Mar,0,Mon,1,Clear,0.243333,0.241171,5062.5,203,3130,3333,Terlalu Lembab
431,2012-03-06,Spring,2012,Mar,0,Tue,1,Clear,0.258333,0.255042,4566.67,221,3735,3956,Terlalu Lembab
432,2012-03-07,Spring,2012,Mar,0,Wed,1,Clear,0.404167,0.3851,5133.33,432,4484,4916,Terlalu Lembab
433,2012-03-08,Spring,2012,Mar,0,Thu,1,Clear,0.5275,0.524604,5675.0,486,4896,5382,Terlalu Lembab
434,2012-03-09,Spring,2012,Mar,0,Fri,1,Misty,0.410833,0.397083,4070.8299999999995,447,4122,4569,Terlalu Lembab
435,2012-03-10,Spring,2012,Mar,0,Sat,0,Clear,0.2875,0.277767,3504.17,968,3150,4118,Terlalu Lembab
436,2012-03-11,Spring,2012,Mar,0,Sun,0,Clear,0.361739,0.35967,4769.570000000001,1658,3253,4911,Terlalu Lembab
437,2012-03-12,Spring,2012,Mar,0,Mon,1,Clear,0.466667,0.459592,4891.67,838,4460,5298,Terlalu Lembab
438,2012-03-13,Spring,2012,Mar,0,Tue,1,Clear,0.565,0.542929,6175.000000000001,762,5085,5847,Terlalu Lembab
439,2012-03-14,Spring,2012,Mar,0,Wed,1,Clear,0.5725,0.548617,5070.829999999999,997,5315,6312,Terlalu Lembab
440,2012-03-15,Spring,2012,Mar,0,Thu,1,Clear,0.5575,0.532825,5795.829999999999,1005,5187,6192,Terlalu Lembab
441,2012-03-16,Spring,2012,Mar,0,Fri,1,Misty,0.435833,0.436229,8420.830000000002,548,3830,4378,Terlalu Lembab
442,2012-03-17,Spring,2012,Mar,0,Sat,0,Misty,0.514167,0.505046,7558.329999999999,3155,4681,7836,Terlalu Lembab
443,2012-03-18,Spring,2012,Mar,0,Sun,0,Misty,0.4725,0.464,8100.0,2207,3685,5892,Terlalu Lembab
444,2012-03-19,Spring,2012,Mar,0,Mon,1,Clear,0.545,0.532821,7287.5,982,5171,6153,Terlalu Lembab
445,2012-03-20,Spring,2012,Mar,0,Tue,1,Clear,0.560833,0.538533,8079.170000000001,1051,5042,6093,Terlalu Lembab
446,2012-03-21,Summer,2012,Mar,0,Wed,1,Misty,0.531667,0.513258,8212.5,1122,5108,6230,Terlalu Lembab
447,2012-03-22,Summer,2012,Mar,0,Thu,1,Clear,0.554167,0.531567,8312.5,1334,5537,6871,Terlalu Lembab
448,2012-03-23,Summer,2012,Mar,0,Fri,1,Misty,0.601667,0.570067,6941.669999999999,2469,5893,8362,Terlalu Lembab
449,2012-03-24,Summer,2012,Mar,0,Sat,0,Misty,0.5025,0.486733,8854.17,1033,2339,3372,Terlalu Lembab
450,2012-03-25,Summer,2012,Mar,0,Sun,0,Misty,0.4375,0.437488,8808.33,1532,3464,4996,Terlalu Lembab
451,2012-03-26,Summer,2012,Mar,0,Mon,1,Clear,0.445833,0.43875,4779.17,795,4763,5558,Terlalu Lembab
452,2012-03-27,Summer,2012,Mar,0,Tue,1,Clear,0.323333,0.315654,2899.9999999999995,531,4571,5102,Terlalu Lembab
453,2012-03-28,Summer,2012,Mar,0,Wed,1,Clear,0.484167,0.47095,4812.5,674,5024,5698,Terlalu Lembab
454,2012-03-29,Summer,2012,Mar,0,Thu,1,Clear,0.494167,0.482304,4391.67,834,5299,6133,Terlalu Lembab
455,2012-03-30,Summer,2012,Mar,0,Fri,1,Misty,0.37,0.375621,5808.33,796,4663,5459,Terlalu Lembab
456,2012-03-31,Summer,2012,Mar,0,Sat,0,Misty,0.424167,0.421708,7383.330000000001,2301,3934,6235,Terlalu Lembab
457,2012-04-01,Summer,2012,Apr,0,Sun,0,Misty,0.425833,0.417287,6762.5,2347,3694,6041,Terlalu Lembab
458,2012-04-02,Summer,2012,Apr,0,Mon,1,Clear,0.433913,0.427513,5043.4800000000005,1208,4728,5936,Terlalu Lembab
459,2012-04-03,Summer,2012,Apr,0,Tue,1,Clear,0.466667,0.461483,3966.67,1348,5424,6772,Terlalu Lembab
460,2012-04-04,Summer,2012,Apr,0,Wed,1,Clear,0.541667,0.53345,4695.829999999999,1058,5378,6436,Terlalu Lembab
461,2012-04-05,Summer,2012,Apr,0,Thu,1,Clear,0.435,0.431163,3741.6700000000005,1192,5265,6457,Terlalu Lembab
462,2012-04-06,Summer,2012,Apr,0,Fri,1,Clear,0.403333,0.390767,3770.83,1807,4653,6460,Terlalu Lembab
463,2012-04-07,Summer,2012,Apr,0,Sat,0,Clear,0.4375,0.426129,2541.67,3252,3605,6857,Terlalu Lembab
464,2012-04-08,Summer,2012,Apr,0,Sun,0,Clear,0.5,0.492425,2758.33,2230,2939,5169,Terlalu Lembab
465,2012-04-09,Summer,2012,Apr,0,Mon,1,Clear,0.489167,0.476638,3175.0,905,4680,5585,Terlalu Lembab
466,2012-04-10,Summer,2012,Apr,0,Tue,1,Clear,0.446667,0.436233,4350.0,819,5099,5918,Terlalu Lembab
467,2012-04-11,Summer,2012,Apr,0,Wed,1,Clear,0.348696,0.337274,4695.65,482,4380,4862,Terlalu Lembab
468,2012-04-12,Summer,2012,Apr,0,Thu,1,Clear,0.3975,0.387604,4662.5,663,4746,5409,Terlalu Lembab
469,2012-04-13,Summer,2012,Apr,0,Fri,1,Clear,0.4425,0.431808,4083.33,1252,5146,6398,Terlalu Lembab
470,2012-04-14,Summer,2012,Apr,0,Sat,0,Clear,0.495,0.487996,5029.169999999999,2795,4665,7460,Terlalu Lembab
471,2012-04-15,Summer,2012,Apr,0,Sun,0,Clear,0.606667,0.573875,5079.169999999999,2846,4286,7132,Terlalu Lembab
472,2012-04-16,Summer,2012,Apr,1,Mon,0,Clear,0.664167,0.614925,5616.670000000001,1198,5172,6370,Terlalu Lembab
473,2012-04-17,Summer,2012,Apr,0,Tue,1,Clear,0.608333,0.598487,3904.17,989,5702,6691,Terlalu Lembab
474,2012-04-18,Summer,2012,Apr,0,Wed,1,Misty,0.463333,0.457038,5691.67,347,4020,4367,Terlalu Lembab
475,2012-04-19,Summer,2012,Apr,0,Thu,1,Clear,0.498333,0.493046,6125.000000000001,846,5719,6565,Terlalu Lembab
476,2012-04-20,Summer,2012,Apr,0,Fri,1,Clear,0.526667,0.515775,6945.829999999999,1340,5950,7290,Terlalu Lembab
477,2012-04-21,Summer,2012,Apr,0,Sat,0,Clear,0.57,0.542921,6829.170000000001,2541,4083,6624,Terlalu Lembab
478,2012-04-22,Summer,2012,Apr,0,Sun,0,Light_rainsnow,0.396667,0.389504,8354.169999999998,120,907,1027,Terlalu Lembab
479,2012-04-23,Summer,2012,Apr,0,Mon,1,Misty,0.321667,0.301125,7666.669999999999,195,3019,3214,Terlalu Lembab
480,2012-04-24,Summer,2012,Apr,0,Tue,1,Clear,0.413333,0.405283,4541.67,518,5115,5633,Terlalu Lembab
481,2012-04-25,Summer,2012,Apr,0,Wed,1,Clear,0.476667,0.470317,4279.17,655,5541,6196,Terlalu Lembab
482,2012-04-26,Summer,2012,Apr,0,Thu,1,Misty,0.498333,0.483583,7566.669999999999,475,4551,5026,Terlalu Lembab
483,2012-04-27,Summer,2012,Apr,0,Fri,1,Clear,0.4575,0.452637,4008.33,1014,5219,6233,Terlalu Lembab
484,2012-04-28,Summer,2012,Apr,0,Sat,0,Misty,0.376667,0.377504,4895.83,1120,3100,4220,Terlalu Lembab
485,2012-04-29,Summer,2012,Apr,0,Sun,0,Clear,0.458333,0.450121,5870.83,2229,4075,6304,Terlalu Lembab
486,2012-04-30,Summer,2012,Apr,0,Mon,1,Misty,0.464167,0.457696,5699.999999999999,665,4907,5572,Terlalu Lembab
487,2012-05-01,Summer,2012,May,0,Tue,1,Misty,0.613333,0.577021,6595.830000000001,653,5087,5740,Terlalu Lembab
488,2012-05-02,Summer,2012,May,0,Wed,1,Clear,0.564167,0.537896,7970.829999999999,667,5502,6169,Terlalu Lembab
489,2012-05-03,Summer,2012,May,0,Thu,1,Misty,0.56,0.537242,7683.330000000001,764,5657,6421,Terlalu Lembab
490,2012-05-04,Summer,2012,May,0,Fri,1,Clear,0.6275,0.590917,7354.169999999999,1069,5227,6296,Terlalu Lembab
491,2012-05-05,Summer,2012,May,0,Sat,0,Misty,0.621667,0.584608,7566.669999999999,2496,4387,6883,Terlalu Lembab
492,2012-05-06,Summer,2012,May,0,Sun,0,Misty,0.5625,0.546737,7400.0,2135,4224,6359,Terlalu Lembab
493,2012-05-07,Summer,2012,May,0,Mon,1,Misty,0.5375,0.527142,6641.669999999999,1008,5265,6273,Terlalu Lembab
494,2012-05-08,Summer,2012,May,0,Tue,1,Misty,0.581667,0.557471,6858.330000000001,738,4990,5728,Terlalu Lembab
495,2012-05-09,Summer,2012,May,0,Wed,1,Misty,0.575,0.553025,7441.670000000001,620,4097,4717,Terlalu Lembab
496,2012-05-10,Summer,2012,May,0,Thu,1,Clear,0.505833,0.491783,5520.83,1026,5546,6572,Terlalu Lembab
497,2012-05-11,Summer,2012,May,0,Fri,1,Clear,0.533333,0.520833,3604.17,1319,5711,7030,Terlalu Lembab
498,2012-05-12,Summer,2012,May,0,Sat,0,Clear,0.564167,0.544817,4804.17,2622,4807,7429,Terlalu Lembab
499,2012-05-13,Summer,2012,May,0,Sun,0,Clear,0.6125,0.585238,5762.500000000001,2172,3946,6118,Terlalu Lembab
500,2012-05-14,Summer,2012,May,0,Mon,1,Misty,0.573333,0.5499,7895.830000000001,342,2501,2843,Terlalu Lembab
501,2012-05-15,Summer,2012,May,0,Tue,1,Misty,0.611667,0.576404,7945.830000000001,625,4490,5115,Terlalu Lembab
502,2012-05-16,Summer,2012,May,0,Wed,1,Clear,0.636667,0.595975,6979.170000000001,991,6433,7424,Terlalu Lembab
503,2012-05-17,Summer,2012,May,0,Thu,1,Clear,0.593333,0.572613,5200.0,1242,6142,7384,Terlalu Lembab
504,2012-05-18,Summer,2012,May,0,Fri,1,Clear,0.564167,0.551121,5233.330000000001,1521,6118,7639,Terlalu Lembab
505,2012-05-19,Summer,2012,May,0,Sat,0,Clear,0.6,0.566908,4562.5,3410,4884,8294,Terlalu Lembab
506,2012-05-20,Summer,2012,May,0,Sun,0,Clear,0.620833,0.583967,5304.170000000001,2704,4425,7129,Terlalu Lembab
507,2012-05-21,Summer,2012,May,0,Mon,1,Misty,0.598333,0.565667,8112.5,630,3729,4359,Terlalu Lembab
508,2012-05-22,Summer,2012,May,0,Tue,1,Misty,0.615,0.580825,7658.329999999999,819,5254,6073,Terlalu Lembab
509,2012-05-23,Summer,2012,May,0,Wed,1,Misty,0.621667,0.584612,7745.830000000001,766,4494,5260,Terlalu Lembab
510,2012-05-24,Summer,2012,May,0,Thu,1,Clear,0.655,0.6067,7166.670000000001,1059,5711,6770,Terlalu Lembab
511,2012-05-25,Summer,2012,May,0,Fri,1,Clear,0.68,0.627529,7470.830000000001,1417,5317,6734,Terlalu Lembab
512,2012-05-26,Summer,2012,May,0,Sat,0,Clear,0.6925,0.642696,7325.0,2855,3681,6536,Terlalu Lembab
513,2012-05-27,Summer,2012,May,0,Sun,0,Clear,0.69,0.641425,6970.829999999999,3283,3308,6591,Terlalu Lembab
514,2012-05-28,Summer,2012,May,1,Mon,0,Clear,0.7125,0.6793,6762.5,2557,3486,6043,Terlalu Lembab
515,2012-05-29,Summer,2012,May,0,Tue,1,Clear,0.7225,0.672992,6845.830000000001,880,4863,5743,Terlalu Lembab
516,2012-05-30,Summer,2012,May,0,Wed,1,Misty,0.656667,0.611129,6700.0,745,6110,6855,Terlalu Lembab
517,2012-05-31,Summer,2012,May,0,Thu,1,Clear,0.68,0.631329,4929.17,1100,6238,7338,Terlalu Lembab
518,2012-06-01,Summer,2012,Jun,0,Fri,1,Misty,0.654167,0.607962,7554.170000000001,533,3594,4127,Terlalu Lembab
519,2012-06-02,Summer,2012,Jun,0,Sat,0,Clear,0.583333,0.566288,5491.67,2795,5325,8120,Terlalu Lembab
520,2012-06-03,Summer,2012,Jun,0,Sun,0,Clear,0.6025,0.575133,4933.33,2494,5147,7641,Terlalu Lembab
521,2012-06-04,Summer,2012,Jun,0,Mon,1,Clear,0.5975,0.578283,4870.83,1071,5927,6998,Terlalu Lembab
522,2012-06-05,Summer,2012,Jun,0,Tue,1,Misty,0.540833,0.525892,6133.33,968,6033,7001,Terlalu Lembab
523,2012-06-06,Summer,2012,Jun,0,Wed,1,Clear,0.554167,0.542292,6112.499999999999,1027,6028,7055,Terlalu Lembab
524,2012-06-07,Summer,2012,Jun,0,Thu,1,Clear,0.6025,0.569442,5670.83,1038,6456,7494,Terlalu Lembab
525,2012-06-08,Summer,2012,Jun,0,Fri,1,Clear,0.649167,0.597862,4679.170000000001,1488,6248,7736,Terlalu Lembab
526,2012-06-09,Summer,2012,Jun,0,Sat,0,Clear,0.710833,0.648367,4370.83,2708,4790,7498,Terlalu Lembab
527,2012-06-10,Summer,2012,Jun,0,Sun,0,Clear,0.726667,0.663517,5383.329999999999,2224,4374,6598,Terlalu Lembab
528,2012-06-11,Summer,2012,Jun,0,Mon,1,Misty,0.720833,0.659721,5879.170000000001,1017,5647,6664,Terlalu Lembab
529,2012-06-12,Summer,2012,Jun,0,Tue,1,Misty,0.653333,0.597875,8333.33,477,4495,4972,Terlalu Lembab
530,2012-06-13,Summer,2012,Jun,0,Wed,1,Clear,0.655833,0.611117,5820.83,1173,6248,7421,Terlalu Lembab
531,2012-06-14,Summer,2012,Jun,0,Thu,1,Clear,0.648333,0.624383,5695.829999999999,1180,6183,7363,Terlalu Lembab
532,2012-06-15,Summer,2012,Jun,0,Fri,1,Clear,0.639167,0.599754,5895.829999999999,1563,6102,7665,Terlalu Lembab
533,2012-06-16,Summer,2012,Jun,0,Sat,0,Clear,0.631667,0.594708,5041.670000000001,2963,4739,7702,Terlalu Lembab
534,2012-06-17,Summer,2012,Jun,0,Sun,0,Clear,0.5925,0.571975,5987.5,2634,4344,6978,Terlalu Lembab
535,2012-06-18,Summer,2012,Jun,0,Mon,1,Misty,0.568333,0.544842,7779.169999999999,653,4446,5099,Terlalu Lembab
536,2012-06-19,Summer,2012,Jun,0,Tue,1,Clear,0.688333,0.654692,6900.0,968,5857,6825,Terlalu Lembab
537,2012-06-20,Summer,2012,Jun,0,Wed,1,Clear,0.7825,0.720975,5920.83,872,5339,6211,Terlalu Lembab
538,2012-06-21,Fall,2012,Jun,0,Thu,1,Clear,0.805833,0.752542,5679.17,778,5127,5905,Terlalu Lembab
539,2012-06-22,Fall,2012,Jun,0,Fri,1,Clear,0.7775,0.724121,5737.5,964,4859,5823,Terlalu Lembab
540,2012-06-23,Fall,2012,Jun,0,Sat,0,Clear,0.731667,0.652792,5345.83,2657,4801,7458,Terlalu Lembab
541,2012-06-24,Fall,2012,Jun,0,Sun,0,Clear,0.743333,0.674254,4791.67,2551,4340,6891,Terlalu Lembab
542,2012-06-25,Fall,2012,Jun,0,Mon,1,Clear,0.715833,0.654042,5041.670000000001,1139,5640,6779,Terlalu Lembab
543,2012-06-26,Fall,2012,Jun,0,Tue,1,Clear,0.630833,0.594704,3733.33,1077,6365,7442,Terlalu Lembab
544,2012-06-27,Fall,2012,Jun,0,Wed,1,Clear,0.6975,0.640792,3600.0,1077,6258,7335,Terlalu Lembab
545,2012-06-28,Fall,2012,Jun,0,Thu,1,Clear,0.749167,0.675512,4225.0,921,5958,6879,Terlalu Lembab
546,2012-06-29,Fall,2012,Jun,0,Fri,1,Clear,0.834167,0.786613,4887.5,829,4634,5463,Terlalu Lembab
547,2012-06-30,Fall,2012,Jun,0,Sat,0,Clear,0.765,0.687508,6012.499999999999,1455,4232,5687,Terlalu Lembab
