instant,dateday,season,year,month,holiday,day_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count,humidity_category
548,2012-07-01,Fall,2012,Jul,0,Sun,0,Clear,0.815833,0.750629,5187.500000000001,1421,4110,5531,Terlalu Lembab
549,2012-07-02,Fall,2012,Jul,0,Mon,1,Clear,0.781667,0.702038,4470.83,904,5323,6227,Terlalu Lembab
550,2012-07-03,Fall,2012,Jul,0,Tue,1,Clear,0.780833,0.70265,4920.83,1052,5608,6660,Terlalu Lembab
551,2012-07-04,Fall,2012,Jul,1,Wed,0,Clear,0.789167,0.732337,5387.499999999999,2562,4841,7403,Terlalu Lembab
552,2012-07-05,Fall,2012,Jul,0,Thu,1,Clear,0.8275,0.761367,4579.17,1405,4836,6241,Terlalu Lembab
553,2012-07-06,Fall,2012,Jul,0,Fri,1,Clear,0.828333,0.752533,4508.33,1366,4841,6207,Terlalu Lembab
554,2012-07-07,Fall,2012,Jul,0,Sat,0,Clear,0.861667,0.804913,4920.83,1448,3392,4840,Terlalu Lembab
555,2012-07-08,Fall,2012,Jul,0,Sun,0,Clear,0.8225,0.790396,5737.5,1203,3469,4672,Terlalu Lembab
556,2012-07-09,Fall,2012,Jul,0,Mon,1,Misty,0.710833,0.654054,6833.329999999999,998,5571,6569,Terlalu Lembab
557,2012-07-10,Fall,2012,Jul,0,Tue,1,Misty,0.720833,0.664796,6675.0,954,5336,6290,Terlalu Lembab
558,2012-07-11,Fall,2012,Jul,0,Wed,1,Clear,0.716667,0.650271,6333.33,975,6289,7264,Terlalu Lembab
559,2012-07-12,Fall,2012,Jul,0,Thu,1,Clear,0.715833,0.654683,5295.83,1032,6414,7446,Terlalu Lembab
560,2012-07-13,Fall,2012,Jul,0,Fri,1,Misty,0.731667,0.667933,4858.33,1511,5988,7499,Terlalu Lembab
561,2012-07-14,Fall,2012,Jul,0,Sat,0,Misty,0.703333,0.666042,6991.669999999999,2355,4614,6969,Terlalu Lembab
562,2012-07-15,Fall,2012,Jul,0,Sun,0,Clear,0.745833,0.705196,7179.170000000001,1920,4111,6031,Terlalu Lembab
563,2012-07-16,Fall,2012,Jul,0,Mon,1,Clear,0.763333,0.724125,6450.0,1088,5742,6830,Terlalu Lembab
564,2012-07-17,Fall,2012,Jul,0,Tue,1,Clear,0.818333,0.755683,5058.329999999999,921,5865,6786,Terlalu Lembab
565,2012-07-18,Fall,2012,Jul,0,Wed,1,Clear,0.793333,0.745583,5770.83,799,4914,5713,Terlalu Lembab
566,2012-07-19,Fall,2012,Jul,0,Thu,1,Clear,0.77,0.714642,6004.17,888,5703,6591,Terlalu Lembab
567,2012-07-20,Fall,2012,Jul,0,Fri,1,Misty,0.665833,0.613025,8441.67,747,5123,5870,Terlalu Lembab
568,2012-07-21,Fall,2012,Jul,0,Sat,0,Light_rainsnow,0.595833,0.549912,8654.17,1264,3195,4459,Terlalu Lembab
569,2012-07-22,Fall,2012,Jul,0,Sun,0,Misty,0.6675,0.623125,7625.0,2544,4866,7410,Terlalu Lembab
570,2012-07-23,Fall,2012,Jul,0,Mon,1,Clear,0.741667,0.690017,6941.669999999999,1135,5831,6966,Terlalu Lembab
571,2012-07-24,Fall,2012,Jul,0,Tue,1,Clear,0.750833,0.70645,6550.0,1140,6452,7592,Terlalu Lembab
572,2012-07-25,Fall,2012,Jul,0,Wed,1,Clear,0.724167,0.654054,4500.0,1383,6790,8173,Terlalu Lembab
573,2012-07-26,Fall,2012,Jul,0,Thu,1,Clear,0.776667,0.739263,5966.669999999999,1036,5825,6861,Terlalu Lembab
574,2012-07-27,Fall,2012,Jul,0,Fri,1,Clear,0.781667,0.734217,5945.829999999999,1259,5645,6904,Terlalu Lembab
575,2012-07-28,Fall,2012,Jul,0,Sat,0,Clear,0.755833,0.697604,6133.33,2234,4451,6685,Terlalu Lembab
576,2012-07-29,Fall,2012,Jul,0,Sun,0,Clear,0.721667,0.667933,6237.5,2153,4444,6597,Terlalu Lembab
577,2012-07-30,Fall,2012,Jul,0,Mon,1,Clear,0.730833,0.684987,6687.5,1040,6065,7105,Terlalu Lembab
578,2012-07-31,Fall,2012,Jul,0,Tue,1,Clear,0.713333,0.662896,7041.669999999999,968,6248,7216,Terlalu Lembab
579,2012-08-01,Fall,2012,Aug,0,Wed,1,Clear,0.7175,0.667308,6775.0,1074,6506,7580,Terlalu Lembab
580,2012-08-02,Fall,2012,Aug,0,Thu,1,Clear,0.7525,0.707088,6595.830000000001,983,6278,7261,Terlalu Lembab
581,2012-08-03,Fall,2012,Aug,0,Fri,1,Misty,0.765833,0.722867,6425.0,1328,5847,7175,Terlalu Lembab
582,2012-08-04,Fall,2012,Aug,0,Sat,0,Clear,0.793333,0.751267,6133.33,2345,4479,6824,Terlalu Lembab
583,2012-08-05,Fall,2012,Aug,0,Sun,0,Clear,0.769167,0.731079,6525.0,1707,3757,5464,Terlalu Lembab
584,2012-08-06,Fall,2012,Aug,0,Mon,1,Misty,0.7525,0.710246,6541.670000000001,1233,5780,7013,Terlalu Lembab
585,2012-08-07,Fall,2012,Aug,0,Tue,1,Misty,0.735833,0.697621,7037.5,1278,5995,7273,Terlalu Lembab
586,2012-08-08,Fall,2012,Aug,0,Wed,1,Misty,0.75,0.707717,6729.169999999999,1263,6271,7534,Terlalu Lembab
587,2012-08-09,Fall,2012,Aug,0,Thu,1,Clear,0.755833,0.699508,6204.17,1196,6090,7286,Terlalu Lembab
588,2012-08-10,Fall,2012,Aug,0,Fri,1,Misty,0.715833,0.667942,7158.330000000001,1065,4721,5786,Terlalu Lembab
589,2012-08-11,Fall,2012,Aug,0,Sat,0,Misty,0.6925,0.638267,7329.170000000001,2247,4052,6299,Terlalu Lembab
590,2012-08-12,Fall,2012,Aug,0,Sun,0,Clear,0.700833,0.644579,5304.170000000001,2182,4362,6544,Terlalu Lembab
591,2012-08-13,Fall,2012,Aug,0,Mon,1,Clear,0.720833,0.662254,5454.170000000001,1207,5676,6883,Terlalu Lembab
592,2012-08-14,Fall,2012,Aug,0,Tue,1,Clear,0.726667,0.676779,6866.670000000001,1128,5656,6784,Terlalu Lembab
593,2012-08-15,Fall,2012,Aug,0,Wed,1,Clear,0.706667,0.654037,6195.83,1198,6149,7347,Terlalu Lembab
594,2012-08-16,Fall,2012,Aug,0,Thu,1,Clear,0.719167,0.654688,5191.670000000001,1338,6267,7605,Terlalu Lembab
595,2012-08-17,Fall,2012,Aug,0,Fri,1,Clear,0.723333,0.2424,5708.33,1483,5665,7148,Terlalu Lembab
596,2012-08-18,Fall,2012,Aug,0,Sat,0,Clear,0.678333,0.618071,6033.33,2827,5038,7865,Terlalu Lembab
597,2012-08-19,Fall,2012,Aug,0,Sun,0,Misty,0.635833,0.603554,7116.670000000001,1208,3341,4549,Terlalu Lembab
598,2012-08-20,Fall,2012,Aug,0,Mon,1,Misty,0.635833,0.595967,7341.670000000001,1026,5504,6530,Terlalu Lembab
599,2012-08-21,Fall,2012,Aug,0,Tue,1,Clear,0.649167,0.601025,6737.5,1081,5925,7006,Terlalu Lembab
600,2012-08-22,Fall,2012,Aug,0,Wed,1,Clear,0.6675,0.621854,6770.829999999999,1094,6281,7375,Terlalu Lembab
601,2012-08-23,Fall,2012,Aug,0,Thu,1,Clear,0.695833,0.637008,6358.33,1363,6402,7765,Terlalu Lembab
602,2012-08-24,Fall,2012,Aug,0,Fri,1,Misty,0.7025,0.6471,6150.0,1325,6257,7582,Terlalu Lembab
603,2012-08-25,Fall,2012,Aug,0,Sat,0,Misty,0.661667,0.618696,7129.170000000001,1829,4224,6053,Terlalu Lembab
604,2012-08-26,Fall,2012,Aug,0,Sun,0,Misty,0.653333,0.595996,8458.33,1483,3772,5255,Terlalu Lembab
605,2012-08-27,Fall,2012,Aug,0,Mon,1,Clear,0.703333,0.654688,7304.169999999999,989,5928,6917,Terlalu Lembab
606,2012-08-28,Fall,2012,Aug,0,Tue,1,Clear,0.728333,0.66605,6200.0,935,6105,7040,Terlalu Lembab
607,2012-08-29,Fall,2012,Aug,0,Wed,1,Clear,0.685,0.635733,5520.83,1177,6520,7697,Terlalu Lembab
608,2012-08-30,Fall,2012,Aug,0,Thu,1,Clear,0.706667,0.652779,5904.17,1172,6541,7713,Terlalu Lembab
609,2012-08-31,Fall,2012,Aug,0,Fri,1,Clear,0.764167,0.6894,5875.0,1433,5917,7350,Terlalu Lembab
610,2012-09-01,Fall,2012,Sep,0,Sat,0,Misty,0.753333,0.702654,6383.33,2352,3788,6140,Terlalu Lembab
611,2012-09-02,Fall,2012,Sep,0,Sun,0,Misty,0.696667,0.649,8150.0,2613,3197,5810,Terlalu Lembab
612,2012-09-03,Fall,2012,Sep,1,Mon,0,Clear,0.7075,0.661629,7908.329999999999,1965,4069,6034,Terlalu Lembab
613,2012-09-04,Fall,2012,Sep,0,Tue,1,Clear,0.725833,0.686888,7550.0,867,5997,6864,Terlalu Lembab
614,2012-09-05,Fall,2012,Sep,0,Wed,1,Clear,0.736667,0.708983,7412.5,832,6280,7112,Terlalu Lembab
615,2012-09-06,Fall,2012,Sep,0,Thu,1,Misty,0.696667,0.655329,8104.170000000001,611,5592,6203,Terlalu Lembab
616,2012-09-07,Fall,2012,Sep,0,Fri,1,Clear,0.703333,0.657204,7362.5,1045,6459,7504,Terlalu Lembab
617,2012-09-08,Fall,2012,Sep,0,Sat,0,Misty,0.659167,0.611121,7991.669999999999,1557,4419,5976,Terlalu Lembab
618,2012-09-09,Fall,2012,Sep,0,Sun,0,Clear,0.61,0.578925,5475.0,2570,5657,8227,Terlalu Lembab
619,2012-09-10,Fall,2012,Sep,0,Mon,1,Clear,0.583333,0.565654,5037.5,1118,6407,7525,Terlalu Lembab
620,2012-09-11,Fall,2012,Sep,0,Tue,1,Clear,0.5775,0.554292,5200.0,1070,6697,7767,Terlalu Lembab
621,2012-09-12,Fall,2012,Sep,0,Wed,1,Clear,0.599167,0.570075,5770.83,1050,6820,7870,Terlalu Lembab
622,2012-09-13,Fall,2012,Sep,0,Thu,1,Clear,0.6125,0.579558,6370.829999999999,1054,6750,7804,Terlalu Lembab
623,2012-09-14,Fall,2012,Sep,0,Fri,1,Clear,0.633333,0.594083,6725.0,1379,6630,8009,Terlalu Lembab
624,2012-09-15,Fall,2012,Sep,0,Sat,0,Clear,0.608333,0.585867,5016.67,3160,5554,8714,Terlalu Lembab
625,2012-09-16,Fall,2012,Sep,0,Sun,0,Clear,0.58,0.563125,5699.999999999999,2166,5167,7333,Terlalu Lembab
626,2012-09-17,Fall,2012,Sep,0,Mon,1,Misty,0.580833,0.55305,7345.829999999999,1022,5847,6869,Terlalu Lembab
627,2012-09-18,Fall,2012,Sep,0,Tue,1,Misty,0.623333,0.565067,8725.0,371,3702,4073,Terlalu Lembab
628,2012-09-19,Fall,2012,Sep,0,Wed,1,Clear,0.5525,0.540404,5366.67,788,6803,7591,Terlalu Lembab
629,2012-09-20,Fall,2012,Sep,0,Thu,1,Clear,0.546667,0.532192,6183.33,939,6781,7720,Terlalu Lembab
630,2012-09-21,Fall,2012,Sep,0,Fri,1,Clear,0.599167,0.571971,6687.5,1250,6917,8167,Terlalu Lembab
631,2012-09-22,Fall,2012,Sep,0,Sat,0,Clear,0.65,0.610488,6466.670000000001,2512,5883,8395,Terlalu Lembab
632,2012-09-23,Winter,2012,Sep,0,Sun,0,Clear,0.529167,0.518933,4670.83,2454,5453,7907,Terlalu Lembab
633,2012-09-24,Winter,2012,Sep,0,Mon,1,Clear,0.514167,0.502513,4929.17,1001,6435,7436,Terlalu Lembab
634,2012-09-25,Winter,2012,Sep,0,Tue,1,Clear,0.55,0.544179,5699.999999999999,845,6693,7538,Terlalu Lembab
635,2012-09-26,Winter,2012,Sep,0,Wed,1,Clear,0.635,0.596613,6308.329999999999,787,6946,7733,Terlalu Lembab
636,2012-09-27,Winter,2012,Sep,0,Thu,1,Misty,0.65,0.607975,6908.330000000001,751,6642,7393,Terlalu Lembab
637,2012-09-28,Winter,2012,Sep,0,Fri,1,Misty,0.619167,0.585863,6900.0,1045,6370,7415,Terlalu Lembab
638,2012-09-29,Winter,2012,Sep,0,Sat,0,Clear,0.5425,0.530296,5429.17,2589,5966,8555,Terlalu Lembab
639,2012-09-30,Winter,2012,Sep,0,Sun,0,Clear,0.526667,0.517663,5833.33,2015,4874,6889,Terlalu Lembab
640,2012-10-01,Winter,2012,Oct,0,Mon,1,Misty,0.520833,0.512,6491.670000000001,763,6015,6778,Terlalu Lembab
641,2012-10-02,Winter,2012,Oct,0,Tue,1,Light_rainsnow,0.590833,0.542333,8716.669999999998,315,4324,4639,Terlalu Lembab
642,2012-10-03,Winter,2012,Oct,0,Wed,1,Misty,0.6575,0.599133,7937.5,728,6844,7572,Terlalu Lembab
643,2012-10-04,Winter,2012,Oct,0,Thu,1,Misty,0.6575,0.607975,7229.170000000001,891,6437,7328,Terlalu Lembab
644,2012-10-05,Winter,2012,Oct,0,Fri,1,Clear,0.615,0.580187,6274.999999999999,1516,6640,8156,Terlalu Lembab
645,2012-10-06,Winter,2012,Oct,0,Sat,0,Clear,0.554167,0.538521,6641.669999999999,3031,4934,7965,Terlalu Lembab
646,2012-10-07,Winter,2012,Oct,0,Sun,0,Misty,0.415833,0.419813,7083.329999999999,781,2729,3510,Terlalu Lembab
647,2012-10-08,Winter,2012,Oct,1,Mon,0,Misty,0.383333,0.387608,7095.829999999999,874,4604,5478,Terlalu Lembab
648,2012-10-09,Winter,2012,Oct,0,Tue,1,Misty,0.446667,0.438112,7616.669999999999,601,5791,6392,Terlalu Lembab
649,2012-10-10,Winter,2012,Oct,0,Wed,1,Clear,0.514167,0.503142,6308.329999999999,780,6911,7691,Terlalu Lembab
650,2012-10-11,Winter,2012,Oct,0,Thu,1,Clear,0.435,0.431167,4633.33,834,6736,7570,Terlalu Lembab
651,2012-10-12,Winter,2012,Oct,0,Fri,1,Clear,0.4375,0.433071,5391.669999999999,1060,6222,7282,Terlalu Lembab
652,2012-10-13,Winter,2012,Oct,0,Sat,0,Clear,0.393333,0.391396,4945.83,2252,4857,7109,Terlalu Lembab
653,2012-10-14,Winter,2012,Oct,0,Sun,0,Clear,0.521667,0.508204,6404.170000000001,2080,4559,6639,Terlalu Lembab
654,2012-10-15,Winter,2012,Oct,0,Mon,1,Misty,0.561667,0.53915,7075.0,760,5115,5875,Terlalu Lembab
655,2012-10-16,Winter,2012,Oct,0,Tue,1,Clear,0.468333,0.460846,5583.329999999999,922,6612,7534,Terlalu Lembab
656,2012-10-17,Winter,2012,Oct,0,Wed,1,Clear,0.455833,0.450108,6929.170000000001,979,6482,7461,Terlalu Lembab
657,2012-10-18,Winter,2012,Oct,0,Thu,1,Misty,0.5225,0.512625,7283.329999999999,1008,6501,7509,Terlalu Lembab
658,2012-10-19,Winter,2012,Oct,0,Fri,1,Misty,0.563333,0.537896,8150.0,753,4671,5424,Terlalu Lembab
659,2012-10-20,Winter,2012,Oct,0,Sat,0,Clear,0.484167,0.472842,5729.17,2806,5284,8090,Terlalu Lembab
660,2012-10-21,Winter,2012,Oct,0,Sun,0,Clear,0.464167,0.456429,5100.0,2132,4692,6824,Terlalu Lembab
661,2012-10-22,Winter,2012,Oct,0,Mon,1,Clear,0.4875,0.482942,5683.329999999999,830,6228,7058,Terlalu Lembab
662,2012-10-23,Winter,2012,Oct,0,Tue,1,Clear,0.544167,0.530304,6416.669999999999,841,6625,7466,Terlalu Lembab
663,2012-10-24,Winter,2012,Oct,0,Wed,1,Clear,0.5875,0.558721,6362.5,795,6898,7693,Terlalu Lembab
664,2012-10-25,Winter,2012,Oct,0,Thu,1,Misty,0.55,0.529688,8004.170000000001,875,6484,7359,Terlalu Lembab
665,2012-10-26,Winter,2012,Oct,0,Fri,1,Misty,0.545833,0.52275,8070.829999999999,1182,6262,7444,Terlalu Lembab
666,2012-10-27,Winter,2012,Oct,0,Sat,0,Misty,0.53,0.515133,7200.0,2643,5209,7852,Terlalu Lembab
667,2012-10-28,Winter,2012,Oct,0,Sun,0,Misty,0.4775,0.467771,6945.829999999999,998,3461,4459,Terlalu Lembab
668,2012-10-29,Winter,2012,Oct,0,Mon,1,Light_rainsnow,0.44,0.4394,8800.0,2,20,22,Terlalu Lembab
669,2012-10-30,Winter,2012,Oct,0,Tue,1,Misty,0.318182,0.309909,8254.550000000001,87,1009,1096,Terlalu Lembab
670,2012-10-31,Winter,2012,Oct,0,Wed,1,Misty,0.3575,0.3611,6666.670000000001,419,5147,5566,Terlalu Lembab
671,2012-11-01,Winter,2012,Nov,0,Thu,1,Misty,0.365833,0.369942,5816.670000000001,466,5520,5986,Terlalu Lembab
672,2012-11-02,Winter,2012,Nov,0,Fri,1,Clear,0.355,0.356042,5220.829999999999,618,5229,5847,Terlalu Lembab
673,2012-11-03,Winter,2012,Nov,0,Sat,0,Misty,0.343333,0.323846,4912.5,1029,4109,5138,Terlalu Lembab
674,2012-11-04,Winter,2012,Nov,0,Sun,0,Clear,0.325833,0.329538,5329.17,1201,3906,5107,Terlalu Lembab
675,2012-11-05,Winter,2012,Nov,0,Mon,1,Clear,0.319167,0.308075,4941.670000000001,378,4881,5259,Terlalu Lembab
676,2012-11-06,Winter,2012,Nov,0,Tue,1,Clear,0.280833,0.281567,5670.83,466,5220,5686,Terlalu Lembab
677,2012-11-07,Winter,2012,Nov,0,Wed,1,Misty,0.295833,0.274621,5475.0,326,4709,5035,Terlalu Lembab
678,2012-11-08,Winter,2012,Nov,0,Thu,1,Clear,0.352174,0.341891,3334.7799999999997,340,4975,5315,Terlalu Lembab
679,2012-11-09,Winter,2012,Nov,0,Fri,1,Clear,0.361667,0.355413,5408.33,709,5283,5992,Terlalu Lembab
680,2012-11-10,Winter,2012,Nov,0,Sat,0,Clear,0.389167,0.393937,6454.170000000001,2090,4446,6536,Terlalu Lembab
681,2012-11-11,Winter,2012,Nov,0,Sun,0,Clear,0.420833,0.421713,6591.669999999999,2290,4562,6852,Terlalu Lembab
682,2012-11-12,Winter,2012,Nov,1,Mon,0,Clear,0.485,0.475383,7416.669999999999,1097,5172,6269,Terlalu Lembab
683,2012-11-13,Winter,2012,Nov,0,Tue,1,Misty,0.343333,0.323225,6629.169999999999,327,3767,4094,Terlalu Lembab
684,2012-11-14,Winter,2012,Nov,0,Wed,1,Clear,0.289167,0.281563,5520.83,373,5122,5495,Terlalu Lembab
685,2012-11-15,Winter,2012,Nov,0,Thu,1,Misty,0.321667,0.324492,6204.17,320,5125,5445,Terlalu Lembab
686,2012-11-16,Winter,2012,Nov,0,Fri,1,Clear,0.345,0.347204,5245.83,484,5214,5698,Terlalu Lembab
687,2012-11-17,Winter,2012,Nov,0,Sat,0,Clear,0.325,0.326383,5454.170000000001,1313,4316,5629,Terlalu Lembab
688,2012-11-18,Winter,2012,Nov,0,Sun,0,Clear,0.3425,0.337746,6929.170000000001,922,3747,4669,Terlalu Lembab
689,2012-11-19,Winter,2012,Nov,0,Mon,1,Misty,0.380833,0.375621,6233.33,449,5050,5499,Terlalu Lembab
690,2012-11-20,Winter,2012,Nov,0,Tue,1,Misty,0.374167,0.380667,6850.0,534,5100,5634,Terlalu Lembab
691,2012-11-21,Winter,2012,Nov,0,Wed,1,Clear,0.353333,0.364892,6137.5,615,4531,5146,Terlalu Lembab
692,2012-11-22,Winter,2012,Nov,1,Thu,0,Clear,0.34,0.350371,5804.17,955,1470,2425,Terlalu Lembab
693,2012-11-23,Winter,2012,Nov,0,Fri,1,Clear,0.368333,0.378779,5687.5,1603,2307,3910,Terlalu Lembab
694,2012-11-24,Winter,2012,Nov,0,Sat,0,Clear,0.278333,0.248742,4045.83,532,1745,2277,Terlalu Lembab
695,2012-11-25,Winter,2012,Nov,0,Sun,0,Clear,0.245833,0.257583,4683.33,309,2115,2424,Terlalu Lembab
696,2012-11-26,Winter,2012,Nov,0,Mon,1,Clear,0.313333,0.339004,5354.170000000001,337,4750,5087,Terlalu Lembab
697,2012-11-27,Winter,2012,Nov,0,Tue,1,Misty,0.291667,0.281558,7866.670000000001,123,3836,3959,Terlalu Lembab
698,2012-11-28,Winter,2012,Nov,0,Wed,1,Clear,0.296667,0.289762,5062.5,198,5062,5260,Terlalu Lembab
699,2012-11-29,Winter,2012,Nov,0,Thu,1,Clear,0.28087,0.298422,5556.52,243,5080,5323,Terlalu Lembab
700,2012-11-30,Winter,2012,Nov,0,Fri,1,Clear,0.298333,0.323867,6495.830000000001,362,5306,5668,Terlalu Lembab
701,2012-12-01,Winter,2012,Dec,0,Sat,0,Misty,0.298333,0.316904,8066.670000000001,951,4240,5191,Terlalu Lembab
702,2012-12-02,Winter,2012,Dec,0,Sun,0,Misty,0.3475,0.359208,8233.33,892,3757,4649,Terlalu Lembab
703,2012-12-03,Winter,2012,Dec,0,Mon,1,Clear,0.4525,0.455796,7675.0,555,5679,6234,Terlalu Lembab
704,2012-12-04,Winter,2012,Dec,0,Tue,1,Clear,0.475833,0.469054,7337.5,551,6055,6606,Terlalu Lembab
705,2012-12-05,Winter,2012,Dec,0,Wed,1,Clear,0.438333,0.428012,4850.0,331,5398,5729,Terlalu Lembab
706,2012-12-06,Winter,2012,Dec,0,Thu,1,Clear,0.255833,0.258204,5087.5,340,5035,5375,Terlalu Lembab
707,2012-12-07,Winter,2012,Dec,0,Fri,1,Misty,0.320833,0.321958,7641.670000000001,349,4659,5008,Terlalu Lembab
708,2012-12-08,Winter,2012,Dec,0,Sat,0,Misty,0.381667,0.389508,9112.5,1153,4429,5582,Terlalu Lembab
709,2012-12-09,Winter,2012,Dec,0,Sun,0,Misty,0.384167,0.390146,9054.17,441,2787,3228,Terlalu Lembab
710,2012-12-10,Winter,2012,Dec,0,Mon,1,Misty,0.435833,0.435575,9250.0,329,4841,5170,Terlalu Lembab
711,2012-12-11,Winter,2012,Dec,0,Tue,1,Misty,0.353333,0.338363,5966.669999999999,282,5219,5501,Terlalu Lembab
712,2012-12-12,Winter,2012,Dec,0,Wed,1,Misty,0.2975,0.297338,5383.329999999999,310,5009,5319,Terlalu Lembab
713,2012-12-13,Winter,2012,Dec,0,Thu,1,Clear,0.295833,0.294188,4858.33,425,5107,5532,Terlalu Lembab
714,2012-12-14,Winter,2012,Dec,0,Fri,1,Clear,0.281667,0.294192,6429.169999999999,429,5182,5611,Terlalu Lembab
715,2012-12-15,Winter,2012,Dec,0,Sat,0,Clear,0.324167,0.338383,6504.170000000001,767,4280,5047,Terlalu Lembab
716,2012-12-16,Winter,2012,Dec,0,Sun,0,Misty,0.3625,0.369938,8387.5,538,3248,3786,Terlalu Lembab
717,2012-12-17,Winter,2012,Dec,0,Mon,1,Misty,0.393333,0.4015,9070.83,212,4373,4585,Terlalu Lembab
718,2012-12-18,Winter,2012,Dec,0,Tue,1,Clear,0.410833,0.409708,6662.5,433,5124,5557,Terlalu Lembab
719,2012-12-19,Winter,2012,Dec,0,Wed,1,Clear,0.3325,0.342162,6254.17,333,4934,5267,Terlalu Lembab
720,2012-12-20,Winter,2012,Dec,0,Thu,1,Misty,0.33,0.335217,6679.169999999999,314,3814,4128,Terlalu Lembab
721,2012-12-21,Spring,2012,Dec,0,Fri,1,Misty,0.326667,0.301767,5566.670000000001,221,3402,3623,Terlalu Lembab
722,2012-12-22,Spring,2012,Dec,0,Sat,0,Clear,0.265833,0.236113,4412.5,205,1544,1749,Terlalu Lembab
723,2012-12-23,Spring,2012,Dec,0,Sun,0,Clear,0.245833,0.259471,5154.17,408,1379,1787,Terlalu Lembab
724,2012-12-24,Spring,2012,Dec,0,Mon,1,Misty,0.231304,0.2589,7913.039999999999,174,746,920,Terlalu Lembab
725,2012-12-25,Spring,2012,Dec,1,Tue,0,Misty,0.291304,0.294465,7347.829999999999,440,573,1013,Terlalu Lembab
726,2012-12-26,Spring,2012,Dec,0,Wed,1,Light_rainsnow,0.243333,0.220333,8233.33,9,432,441,Terlalu Lembab
727,2012-12-27,Spring,2012,Dec,0,Thu,1,Misty,0.254167,0.226642,6529.169999999999,247,1867,2114,Terlalu Lembab
728,2012-12-28,Spring,2012,Dec,0,Fri,1,Misty,0.253333,0.255046,5900.0,644,2451,3095,Terlalu Lembab
729,2012-12-29,Spring,2012,Dec,0,Sat,0,Misty,0.253333,0.2424,7529.169999999999,159,1182,1341,Terlalu Lembab
730,2012-12-30,Spring,2012,Dec,0,Sun,0,Clear,0.255833,0.2317,4833.33,364,1432,1796,Terlalu Lembab
731,2012-12-31,Spring,2012,Dec,0,Mon,1,Misty,0.215833,0.223487,5775.0,439,2290,2729,Terlalu Lembab
